brand,model,title,price,shipping,location_country,year,condition,reference,listingUrl,imageUrl
Patek,"Philippe Aquanaut for $157,261 for sale from a Trusted Seller on Chrono24","Patek Philippe Aquanaut for $157,261 for sale from a Trusted Seller on Chrono24","$157,261",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut--id44959041.htm,https://img.chrono24.com/images/uhren/tkg70gshtlow-vmmghv3vpb0vxiwkw2bekv13-ExtraLarge.jpg
Patek,"Philippe 7968/300R-001 Aquanaut Luce ""Rainbow"" Chronograph for $424,939 for sale from a Trusted Seller on Chrono24","Patek Philippe 7968/300R-001 Aquanaut Luce ""Rainbow"" Chronograph for $424,939 for sale from a Trusted Seller on Chrono24","$424,939",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-7968300r-001-aquanaut-luce-rainbow-chronograph--id44958016.htm,https://img.chrono24.com/images/uhren/44958016-me38wioxqsocsix8zfqmwogx-ExtraLarge.jpg
Patek,Philippe Aquanaut Travel Time 5164A Unworn Full Set for Price on request for sale from a Trusted Seller on Chrono24,Patek Philippe Aquanaut Travel Time 5164A Unworn Full Set for Price on request for sale from a Trusted Seller on Chrono24,"$52,200",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-aquanaut-travel-time-5164a-unworn-full-set--id44955054.htm,https://img.chrono24.com/images/uhren/44955054-3ycjoqkkbcmu84r1d08q416n-ExtraLarge.jpg
Patek,"Philippe Aquanaut Travel Time 5164A Unworn Full Set for $95,793 for sale from a Trusted Seller on Chrono24","Patek Philippe Aquanaut Travel Time 5164A Unworn Full Set for $95,793 for sale from a Trusted Seller on Chrono24","$95,793",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-aquanaut-travel-time-5164a-unworn-full-set--id44955030.htm,https://img.chrono24.com/images/uhren/44955030-m7luf0hbs61k2y5607rypwql-ExtraLarge.jpg
Patek,"Philippe (2025 New) Calatrava Date Rose Gold for $40,267 for sale from a Trusted Seller on Chrono24","Patek Philippe (2025 New) Calatrava Date Rose Gold for $40,267 for sale from a Trusted Seller on Chrono24","$40,267",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-2025-new-calatrava-date-rose-gold--id44954856.htm,https://img.chrono24.com/images/uhren/44954856-a33u10sd16wizn64pu93jff9-ExtraLarge.jpg
Patek,"Philippe MINT FULL SET Annual Calendar Moon Phase Blue... for $39,995 for sale from a Trusted Seller on Chrono24","Patek Philippe MINT FULL SET Annual Calendar Moon Phase Blue... for $39,995 for sale from a Trusted Seller on Chrono24","$39,995",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-mint-full-set-annual-calendar-moon-phase-blue-dial-stainless-steel-38mm--49471a-001--id44952994.htm,https://img.chrono24.com/images/uhren/44952994-8g5cc0smm3xmzr8em75sm5ln-ExtraLarge.jpg
Patek,"Philippe Calatrava 8-Day 5328G-001 White Gold Blue Dial... for $79,900 for sale from a Trusted Seller on Chrono24","Patek Philippe Calatrava 8-Day 5328G-001 White Gold Blue Dial... for $79,900 for sale from a Trusted Seller on Chrono24","$79,900",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/calatrava-8-day-5328g-001-white-gold-blue-dial-2026--id44951345.htm,https://img.chrono24.com/images/uhren/44951345-3kd29am8xh82nibmpzsgqvr3-ExtraLarge.jpg
Patek,"Philippe Nautilus for $193,044 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus for $193,044 for sale from a Trusted Seller on Chrono24","$193,044",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/nautilus--id44950902.htm,https://img.chrono24.com/images/uhren/zfsrmtpiojue-odcobb9rs7ilfytdekldsaw5-ExtraLarge.jpg
Patek,"Philippe Aquanaut Aquanaut 5167/1A ""brand new"" for $80,220 for sale from a Seller on Chrono24","Patek Philippe Aquanaut Aquanaut 5167/1A ""brand new"" for $80,220 for sale from a Seller on Chrono24","$80,220",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut--id44950454.htm,https://img.chrono24.com/images/uhren/c7viburlyysc-da64ykm77mgwga2cld0bmler-ExtraLarge.jpg
Patek,"Philippe Nautilus 2025 for $264,422 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus 2025 for $264,422 for sale from a Trusted Seller on Chrono24","$264,422",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/nautilus--id44950429.htm,https://img.chrono24.com/images/uhren/0qcanr02ohv4-q4xj7hzbm02c02hwhou0bgbf-ExtraLarge.jpg
Patek,"Philippe Nautilus Travel Time Chronograph 5990/1A-011... for $168,500 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus Travel Time Chronograph 5990/1A-011... for $168,500 for sale from a Trusted Seller on Chrono24","$168,500",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-travel-time-chronograph-59901a-011--id44949105.htm,https://img.chrono24.com/images/uhren/44949105-kqqu9qxuyr9n51mtt1thnx1s-ExtraLarge.jpg
Patek,"Philippe Aquanaut Grey Dial 5167/1A Full Set 2020 for $80,018 for sale from a Trusted Seller on Chrono24","Patek Philippe Aquanaut Grey Dial 5167/1A Full Set 2020 for $80,018 for sale from a Trusted Seller on Chrono24","$80,018",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-aquanaut--id44946630.htm,https://img.chrono24.com/images/uhren/44946630-z1vat1z964jx1vtl1jec6aci-ExtraLarge.jpg
Patek,"Philippe Calatrava 8-day Dial 2026 Unworn for $76,543 for sale from a Trusted Seller on Chrono24","Patek Philippe Calatrava 8-day Dial 2026 Unworn for $76,543 for sale from a Trusted Seller on Chrono24","$76,543",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/calatrava-8-day--dial--id44945340.htm,https://img.chrono24.com/images/uhren/3eg3dj81xoel-mudhjuu5h5nxnjfqh5i6d9v9-ExtraLarge.jpg
Patek,"Philippe World Time Flyback Chronograph 2025 Unworn for $93,243 for sale from a Trusted Seller on Chrono24","Patek Philippe World Time Flyback Chronograph 2025 Unworn for $93,243 for sale from a Trusted Seller on Chrono24","$93,243",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/world-time-flyback-chronograph--id44945017.htm,https://img.chrono24.com/images/uhren/lvzgns2nhq6t-9ns7hqokz9fzxwpad25no36a-ExtraLarge.jpg
Patek,"Philippe Calatrava Rare Handcrafts 5088/100P-001 for $96,800 for sale from a Trusted Seller on Chrono24","Patek Philippe Calatrava Rare Handcrafts 5088/100P-001 for $96,800 for sale from a Trusted Seller on Chrono24","$96,800",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-calatrava--id44943304.htm,https://img.chrono24.com/images/uhren/44943304-4y34o6pjyruro5fzbud5x5qw-ExtraLarge.jpg
Patek,"Philippe Nautilus 5726A-001 for $83,432 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus 5726A-001 for $83,432 for sale from a Trusted Seller on Chrono24","$83,432",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/nautilus--id44942851.htm,https://img.chrono24.com/images/uhren/zc7zvnhe1as2-eqkh6intvfn6nbhs4ikf002u-ExtraLarge.jpg
Patek,"Philippe Annual Calendar Blue Dial 5396G-017 for $62,000 for sale from a Seller on Chrono24","Patek Philippe Annual Calendar Blue Dial 5396G-017 for $62,000 for sale from a Seller on Chrono24","$62,000",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-annual-calendar-blue-dial-5396g-017--id44936540.htm,https://img.chrono24.com/images/uhren/44936540-tffqvyho1x41ymzyoqgqwd88-ExtraLarge.jpg
Patek,"Philippe Annual Calendar Moon Phase 2025/Fullset/First... for $57,670 for sale from a Trusted Seller on Chrono24","Patek Philippe Annual Calendar Moon Phase 2025/Fullset/First... for $57,670 for sale from a Trusted Seller on Chrono24","$57,670",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/annual-calendar-moon-phase--id44934462.htm,https://img.chrono24.com/images/uhren/qu7pjmhsr8vq-u0okoidpga0n99a3njog4ml6-ExtraLarge.jpg
Patek,"Philippe Nautilus 5711/1A-010 | Full Set | 2013 |... for $135,993 for sale from a Private Seller on Chrono24","Patek Philippe Nautilus 5711/1A-010 | Full Set | 2013 |... for $135,993 for sale from a Private Seller on Chrono24","$135,993",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/nautilus--id44931870.htm,https://img.chrono24.com/images/uhren/1h05dfmkr22q-thek3m5d6hdh577etgo7w3do-ExtraLarge.jpg
Patek,Philippe Aquanaut Blue Dial Chronograph White Gold for Price on request for sale from a Seller on Chrono24,Patek Philippe Aquanaut Blue Dial Chronograph White Gold for Price on request for sale from a Seller on Chrono24,"$52,200",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-aquanaut--id44931244.htm,https://img.chrono24.com/images/uhren/44931244-bp73kl9uus54w34qlhxhkfik-ExtraLarge.jpg
Patek,"Philippe Nautilus 40.5mm Blue Dial Watch Ref# 5990/1R-001 for $285,000 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus 40.5mm Blue Dial Watch Ref# 5990/1R-001 for $285,000 for sale from a Trusted Seller on Chrono24","$285,000",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/nautilus-405mm-blue-dial-watch-ref-59901r-001--id44929869.htm,https://img.chrono24.com/images/uhren/44929869-n4r74sgrc0irhk04547f5iwg-ExtraLarge.jpg
Patek,"Philippe Nautilus Black Strap Steel Brand New for $102,500 for sale from a Seller on Chrono24","Patek Philippe Nautilus Black Strap Steel Brand New for $102,500 for sale from a Seller on Chrono24","$102,500",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus--id44926234.htm,https://img.chrono24.com/images/uhren/44926234-epjqkg141hn9t5f95hwvfspq-ExtraLarge.jpg
Patek,"Philippe Perpetual Calendar Moon Phase Opaline Dial... for $54,000 for sale from a Seller on Chrono24","Patek Philippe Perpetual Calendar Moon Phase Opaline Dial... for $54,000 for sale from a Seller on Chrono24","$54,000",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-perpetual-calendar-moon-phase-opaline-dial-white-gold-38mm-5139g-001--id44924484.htm,https://img.chrono24.com/images/uhren/44924484-be1zohyxg1xyodpjwlwzgtwn-ExtraLarge.jpg
Patek,"Philippe Gondolo Blue Dial White Gold 33.4mm x 43mm... for $27,500 for sale from a Seller on Chrono24","Patek Philippe Gondolo Blue Dial White Gold 33.4mm x 43mm... for $27,500 for sale from a Seller on Chrono24","$27,500",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-gondolo-blue-dial-white-gold-334mm-x-43mm-5124g-011--id44924389.htm,https://img.chrono24.com/images/uhren/44924389-83yjo45spdpyrfm4segf3f2g-ExtraLarge.jpg
Patek,"Philippe Perpetual Calendar Chronograph New 2026 White... for $205,000 for sale from a Trusted Seller on Chrono24","Patek Philippe Perpetual Calendar Chronograph New 2026 White... for $205,000 for sale from a Trusted Seller on Chrono24","$205,000",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-perpetual-calendar-chronograph-new-2026-white-gold-40mm-automatic-5204g-001--id44923928.htm,https://img.chrono24.com/images/uhren/44923928-txbz65bhyh3zqapnthvq1r8t-ExtraLarge.jpg
Patek,"Philippe Aquanaut 5168G-010 ”GREEN AQUA” Khaki Green... for $97,500 for sale from a Seller on Chrono24","Patek Philippe Aquanaut 5168G-010 ”GREEN AQUA” Khaki Green... for $97,500 for sale from a Seller on Chrono24","$97,500",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut-5168g-010-green-aqua-khaki-green-dial-green-white-gold-tropical-strap-42mm--id44923542.htm,https://img.chrono24.com/images/uhren/du5ephrsq2w3-gajwklwiao8tlit2crbwuc9f-ExtraLarge.jpg
Patek,"Philippe Annual Calendar Unworn 2024 Rose Gold Baguette... for $59,500 for sale from a Trusted Seller on Chrono24","Patek Philippe Annual Calendar Unworn 2024 Rose Gold Baguette... for $59,500 for sale from a Trusted Seller on Chrono24","$59,500",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-annual-calendar-unworn-2024-rose-gold-baguette-diamonds-385mm-5396r-015--id44923466.htm,https://img.chrono24.com/images/uhren/44923466-i3dmtfa62sw99w5yeaakykif-ExtraLarge.jpg
Patek,"Philippe Aquanaut Unworn 2021 40mm Stainless Steel... for $79,000 for sale from a Trusted Seller on Chrono24","Patek Philippe Aquanaut Unworn 2021 40mm Stainless Steel... for $79,000 for sale from a Trusted Seller on Chrono24","$79,000",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-aquanaut-unworn-2021-40mm-stainless-steel-automatic-5167a-001--id44923286.htm,https://img.chrono24.com/images/uhren/44923286-ytxjhjn7oqigdbotcfln3jlk-ExtraLarge.jpg
Patek,"Philippe Minute Repeater Perpetual Calendar Full set... for $1,175,000 for sale from a Seller on Chrono24","Patek Philippe Minute Repeater Perpetual Calendar Full set... for $1,175,000 for sale from a Seller on Chrono24","$1,175,000",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/minute-repeater-perpetual-calendar--id44923103.htm,https://img.chrono24.com/images/uhren/oh5mt5rmeukp-eui6vbelzdtfgnv3j1tc1pd6-ExtraLarge.jpg
Patek,"Philippe Aquanaut for $131,328 for sale from a Seller on Chrono24","Patek Philippe Aquanaut for $131,328 for sale from a Seller on Chrono24","$131,328",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut--id44917429.htm,https://img.chrono24.com/images/uhren/hewp69cs8tda-2r3tw159y0g4th6g2rry3m6x-ExtraLarge.jpg
Patek,"Philippe Aquanaut Patek Philippe Aquanaut 5167A-001 —... for $74,061 for sale from a Private Seller on Chrono24","Patek Philippe Aquanaut Patek Philippe Aquanaut 5167A-001 —... for $74,061 for sale from a Private Seller on Chrono24","$74,061",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut--id44914999.htm,https://img.chrono24.com/images/uhren/le5hlxbl9it2-ohru703snnwdq27k3wgw2y05-ExtraLarge.jpg
Patek,"Philippe World Time Patek Philippe World Time Complicati... for $46,274 for sale from a Seller on Chrono24","Patek Philippe World Time Patek Philippe World Time Complicati... for $46,274 for sale from a Seller on Chrono24","$46,274",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-world-time--id44914464.htm,https://img.chrono24.com/images/uhren/44914464-9024j5yxm4jpsili6pqbzmga-ExtraLarge.jpg
Patek,"Philippe Celestial Grand Complication Men Celestial for $400,645 for sale from a Private Seller on Chrono24","Patek Philippe Celestial Grand Complication Men Celestial for $400,645 for sale from a Private Seller on Chrono24","$400,645",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/celestial--id44913767.htm,https://img.chrono24.com/images/uhren/f0ol97yu2wm8-1dfh8zttao06b4jc5jqe8fl0-ExtraLarge.jpg
Patek,"Philippe In-Line Perpetual Calendar Moon Phase Platinum... for $99,950 for sale from a Seller on Chrono24","Patek Philippe In-Line Perpetual Calendar Moon Phase Platinum... for $99,950 for sale from a Seller on Chrono24","$99,950",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-in-line-perpetual-calendar-moon-phase-platinum-413mm-5236p-001--id44912899.htm,https://img.chrono24.com/images/uhren/44912899-0ytw6prcd1n5f10y18l44lpq-ExtraLarge.jpg
Patek,"Philippe Aquanaut Aquanaut 5168G Full Set Unworn + Uncut... for $111,335 for sale from a Private Seller on Chrono24","Patek Philippe Aquanaut Aquanaut 5168G Full Set Unworn + Uncut... for $111,335 for sale from a Private Seller on Chrono24","$111,335",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut--id44912471.htm,https://img.chrono24.com/images/uhren/6tru1rc0h6rv-qqye6j7ew8nlj0k88vlr984o-ExtraLarge.jpg
Patek,"Philippe Perpetual Calendar Chronograph 2025/2026 Grand... for $203,999 for sale from a Trusted Seller on Chrono24","Patek Philippe Perpetual Calendar Chronograph 2025/2026 Grand... for $203,999 for sale from a Trusted Seller on Chrono24","$203,999",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-perpetual-calendar-chronograph--id44911799.htm,https://img.chrono24.com/images/uhren/tu3n5sa64jl6-knt1yjc5sf5cjxm4o6e2wr4t-ExtraLarge.jpg
Patek,"Philippe Aquanaut Or Blanc New Full Set for $100,650 for sale from a Trusted Seller on Chrono24","Patek Philippe Aquanaut Or Blanc New Full Set for $100,650 for sale from a Trusted Seller on Chrono24","$100,650",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-aquanaut-or-blanc-new-full-set--id44911377.htm,https://img.chrono24.com/images/uhren/44911377-cxzsv7p38cj3s69jt3wv2xei-ExtraLarge.jpg
Patek,"Philippe Nautilus Or Blanc New Full Set for $192,922 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus Or Blanc New Full Set for $192,922 for sale from a Trusted Seller on Chrono24","$192,922",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-nautilus-or-blanc-new-full-set--id44911339.htm,https://img.chrono24.com/images/uhren/44911339-gkag9s1o04qn7f20gjgwjinw-ExtraLarge.jpg
Patek,Philippe Aquanaut Stainless Steel 5167/1A-001,"Patek Philippe Aquanaut Stainless Steel 5167/1A-001 - COM004129 for $94,566 for sale from a Trusted Seller on Chrono24","$94,566",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/aquanaut-stainless-steel-51671a-001---com004129--id44910645.htm,https://img.chrono24.com/images/uhren/44910645-pi0ttiqj7ww3p0dkhznrwbtq-ExtraLarge.jpg
Patek,"Philippe 2026 Complication 41mm White Gold 5328G-001 for $75,995 for sale from a Trusted Seller on Chrono24","Patek Philippe 2026 Complication 41mm White Gold 5328G-001 for $75,995 for sale from a Trusted Seller on Chrono24","$75,995",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/2026--complication-41mm-white-gold-5328g-001--id44909120.htm,https://img.chrono24.com/images/uhren/44909120-ongoiu5nkiyr8g60vhd44ej3-ExtraLarge.jpg
Patek,Philippe Calatrava Date Tiffany Stamped Dial 6006G Rare for Price on request for sale from a Trusted Seller on Chrono24,Patek Philippe Calatrava Date Tiffany Stamped Dial 6006G Rare for Price on request for sale from a Trusted Seller on Chrono24,"$52,200",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/patek-philippe-calatrava-date-tiffany-stamped-dial-6006g--id44908862.htm,https://img.chrono24.com/images/uhren/44908862-olvd8nuj4jw9n6odi9qjk607-ExtraLarge.jpg
Patek,Philippe 2026 Annual Calendar Chronograph Complications... for Price on request for sale from a Trusted Seller on Chrono24,Patek Philippe 2026 Annual Calendar Chronograph Complications... for Price on request for sale from a Trusted Seller on Chrono24,"$52,200",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/2026--annual-calendar-chronograph-complications-405mm-platinum-5961p-001--id44907872.htm,https://img.chrono24.com/images/uhren/44907872-m8ah90gg1a7zgwktkvlf8nwh-ExtraLarge.jpg
Patek,"Philippe Nautilus Perpetual Calendar for $286,245 for sale from a Trusted Seller on Chrono24","Patek Philippe Nautilus Perpetual Calendar for $286,245 for sale from a Trusted Seller on Chrono24","$286,245",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/nautilus-perpetual-calendar--id44903735.htm,https://img.chrono24.com/images/uhren/44903735-1k5l441mcoiqevpg8i950o0t-ExtraLarge.jpg
Patek,"Philippe Perpetual Calendar for $85,662 for sale from a Trusted Seller on Chrono24","Patek Philippe Perpetual Calendar for $85,662 for sale from a Trusted Seller on Chrono24","$85,662",+ $79 for shipping,US,,,,https://www.chrono24.com/patekphilippe/perpetual-calendar--id44903729.htm,https://img.chrono24.com/images/uhren/44903729-oblqj7ognl6f7a5p3wqo6cni-ExtraLarge.jpg
